State,Year,Quarter,District,Count,Amount
tamil-nadu,2022,4,salem,33193962,52189264730.86203
tamil-nadu,2022,4,thiruvallur,27335584,41018657465.028946
tamil-nadu,2022,4,madurai,21930141,39075713283.65903
tamil-nadu,2022,4,tiruppur,20078625,27993817372.884705
tamil-nadu,2022,4,kancheepuram,17540782,22979273761.17815
tamil-nadu,2022,4,krishnagiri,16419186,27528800881.08297
tamil-nadu,2022,4,tiruchirappalli,10348183,18674871633.798847
tamil-nadu,2022,2,chennai,105344784,154665269695.64178
tamil-nadu,2022,2,coimbatore,36695888,59260276493.124756
tamil-nadu,2022,2,thiruvallur,25490825,40588215771.8699
tamil-nadu,2022,2,chengalpattu,25456618,33118244166.512466
tamil-nadu,2022,2,salem,16106627,30338068694.55334
tamil-nadu,2022,2,kancheepuram,15868496,22731542491.811836
tamil-nadu,2022,2,tiruppur,15482000,23838727353.10485
tamil-nadu,2022,2,krishnagiri,13942838,24721054679.65894
tamil-nadu,2022,2,madurai,8320838,17264493941.688946
tamil-nadu,2022,2,erode,8037374,14313011584.19171
tamil-nadu,2020,1,chennai,21747309,40923609646.495
tamil-nadu,2020,1,chengalpattu,8891884,10378205348.593527
tamil-nadu,2020,1,coimbatore,6238270,11125605562.452183
tamil-nadu,2020,1,thiruvallur,5190597,8255497494.992451
tamil-nadu,2020,1,kancheepuram,3618880,5144042351.014135
tamil-nadu,2020,1,tiruppur,1918620,3829323477.068222
tamil-nadu,2020,1,salem,1816883,3938965855.2653995
tamil-nadu,2020,1,krishnagiri,1806032,3381602583.567412
tamil-nadu,2020,1,madurai,1334450,2667507196.7747316
tamil-nadu,2020,1,vellore,1236004,1793602013.1346076
tamil-nadu,2020,3,chennai,17354210,39868873382.45007
tamil-nadu,2020,3,coimbatore,6742559,13861133095.484821
tamil-nadu,2020,3,thiruvallur,5496010,10295422113.34424
tamil-nadu,2020,3,chengalpattu,5205491,7909757202.294512
tamil-nadu,2020,3,kancheepuram,3333347,5572087481.284176
tamil-nadu,2020,3,salem,3016579,6990924402.004694
tamil-nadu,2020,3,krishnagiri,2701216,4989224721.359926
tamil-nadu,2020,3,tiruppur,2654998,5542739051.315315
tamil-nadu,2020,3,madurai,2157858,4867134340.423642
tamil-nadu,2020,3,erode,1662818,3580607368.6476803
tamil-nadu,2020,4,chennai,24172148,46230345977.314285
tamil-nadu,2020,4,coimbatore,10473572,18723397961.28515
tamil-nadu,2020,4,thiruvallur,10184454,17303936393.299397
tamil-nadu,2020,4,chengalpattu,10168033,13669246947.729094
tamil-nadu,2020,4,kancheepuram,6509711,9795433898.261469
tamil-nadu,2020,4,krishnagiri,5011992,9044884706.251482
tamil-nadu,2020,4,salem,4407759,9865912487.837538
tamil-nadu,2020,4,tiruppur,4364806,8662796446.594257
tamil-nadu,2020,4,madurai,3222620,7010358411.213523
tamil-nadu,2020,4,erode,2534766,5126731992.032161
tamil-nadu,2020,2,chennai,12611208,29147317644.503105
tamil-nadu,2020,2,coimbatore,4598586,9331489602.732159
tamil-nadu,2020,2,chengalpattu,3911793,5672393784.752347
tamil-nadu,2020,2,thiruvallur,3872452,6511946063.874299
tamil-nadu,2020,2,kancheepuram,2203060,3393883768.084098
tamil-nadu,2020,2,salem,1996687,3860454261.651264
tamil-nadu,2020,2,krishnagiri,1815882,2926042853.456265
tamil-nadu,2020,2,tiruppur,1672101,2911511483.8182716
tamil-nadu,2020,2,madurai,1479517,2674909377.665058
tamil-nadu,2020,2,tiruchirappalli,1239752,2259353198.2312646
meghalaya,2023,1,east khasi hills,1220563,2680323809.0
meghalaya,2023,1,west garo hills,1041221,2765563809.0
meghalaya,2023,1,ribhoi,729560,1474982935.0
meghalaya,2023,1,east jaintia hills,515136,1371613773.0
meghalaya,2023,1,west jaintia hills,134028,377216408.0
meghalaya,2023,1,south west garo hills,112416,302145041.0
meghalaya,2023,1,east garo hills,102374,230703822.0
meghalaya,2023,1,north garo hills,97035,198957381.0
meghalaya,2023,1,south garo hills,95917,276701570.0
meghalaya,2023,1,west khasi hills,81929,283510432.0
meghalaya,2023,3,east khasi hills,1925071,3637181187.0
meghalaya,2023,3,west garo hills,1580512,3040769172.0
meghalaya,2023,3,ribhoi,1002988,1611391648.0
meghalaya,2023,3,east jaintia hills,704743,1455319329.0
meghalaya,2023,3,south west garo hills,159403,312859682.0
meghalaya,2023,3,west jaintia hills,159073,385584331.0
meghalaya,2023,3,north garo hills,146236,251411034.0
meghalaya,2023,3,east garo hills,145914,265377046.0
meghalaya,2023,3,south garo hills,100839,199100708.0
meghalaya,2023,3,west khasi hills,73882,155755910.0
meghalaya,2023,4,west garo hills,2128194,4034159325.0
meghalaya,2023,4,east khasi hills,2091395,3902770749.0
meghalaya,2023,4,ribhoi,1138756,1838712964.0
meghalaya,2023,4,east jaintia hills,866490,1891314074.0
meghalaya,2023,4,south west garo hills,209090,424184452.0
meghalaya,2023,4,east garo hills,187702,361438823.0
meghalaya,2023,4,north garo hills,184749,339349015.0
meghalaya,2023,4,west jaintia hills,177331,417636909.0
meghalaya,2023,4,south garo hills,144242,307030739.0
meghalaya,2023,4,west khasi hills,93642,217082323.0
meghalaya,2023,2,east khasi hills,1584287,3308371744.0
meghalaya,2023,2,west garo hills,1313181,3093601156.0
meghalaya,2023,2,ribhoi,849150,1540619034.0
meghalaya,2023,2,east jaintia hills,602439,1411515511.0
meghalaya,2023,2,west jaintia hills,143311,363450970.0
meghalaya,2023,2,south west garo hills,138973,324256480.0
meghalaya,2023,2,east garo hills,119181,259323245.0
meghalaya,2023,2,north garo hills,113361,215038091.0
meghalaya,2023,2,south garo hills,104600,273407662.0
meghalaya,2023,2,west khasi hills,71353,167896488.0
meghalaya,2019,1,east khasi hills,101662,201352082.70276013
meghalaya,2019,1,west garo hills,30087,58548564.168713726
meghalaya,2019,1,ribhoi,27304,55813436.16699862
meghalaya,2019,1,east jaintia hills,25054,46007520.563187
meghalaya,2019,1,west jaintia hills,5411,7594602.551824972
meghalaya,2019,1,south west garo hills,3819,4558241.545395774
meghalaya,2019,1,north garo hills,3816,4016398.1062618718
meghalaya,2019,1,west khasi hills,3646,5045464.405482588
meghalaya,2019,1,east garo hills,3529,6495149.290021526
meghalaya,2019,1,south garo hills,3146,7486873.33081286
meghalaya,2019,3,east khasi hills,156970,344129503.4634751
meghalaya,2019,3,west garo hills,45652,90390851.3262687
meghalaya,2019,3,ribhoi,36292,73979318.03570686
meghalaya,2019,3,east jaintia hills,28604,50090916.58164
meghalaya,2019,3,west jaintia hills,8947,11292434.23987686
meghalaya,2019,3,south west garo hills,6405,9676872.049848383
meghalaya,2019,3,north garo hills,6329,7479871.090316384
meghalaya,2019,3,east garo hills,5970,8134689.123280492
meghalaya,2019,3,south garo hills,4768,7846736.258536675
meghalaya,2019,3,west khasi hills,4604,6779362.1133165285
meghalaya,2019,4,east khasi hills,189936,413649820.0310261
meghalaya,2019,4,west garo hills,51137,104063298.1853754
meghalaya,2019,4,ribhoi,42953,90622918.2855494
meghalaya,2019,4,east jaintia hills,31575,61615652.49744396
meghalaya,2019,4,west jaintia hills,11750,16126169.373071242
meghalaya,2019,4,north garo hills,8449,11018090.113242699
meghalaya,2019,4,east garo hills,7811,11523924.1048165
meghalaya,2019,4,south west garo hills,7301,11722163.47943544
meghalaya,2019,4,south garo hills,7020,9901296.404344358
meghalaya,2019,4,west khasi hills,5296,8007467.1825601505
meghalaya,2019,2,east khasi hills,126665,274701980.60370815
meghalaya,2019,2,west garo hills,32077,70701852.43602182
meghalaya,2019,2,ribhoi,27488,61625177.51082603
meghalaya,2019,2,east jaintia hills,21325,43624217.35616365
meghalaya,2019,2,west jaintia hills,5226,9713762.898637522
meghalaya,2019,2,south west garo hills,4563,6981663.150095232
meghalaya,2019,2,east garo hills,3926,6785815.738085165
meghalaya,2019,2,north garo hills,3804,4329558.19180281
meghalaya,2019,2,south garo hills,3048,7076537.051932728
meghalaya,2019,2,west khasi hills,3012,4711717.239687435
meghalaya,2018,1,east khasi hills,23283,31807959.175373342
meghalaya,2018,1,west garo hills,7660,9199200.848858135
meghalaya,2018,1,ribhoi,6029,8736566.953918608
meghalaya,2018,1,east jaintia hills,4896,8299361.376028441
meghalaya,2018,1,west jaintia hills,3131,2812937.948004551
meghalaya,2018,1,west khasi hills,1079,1647761.3372907462
meghalaya,2018,1,north garo hills,922,652554.6654640209
meghalaya,2018,1,south west garo hills,798,1015597.2351604333
meghalaya,2018,1,east garo hills,749,781579.3759249721
meghalaya,2018,1,south garo hills,705,807410.0407250253
meghalaya,2018,3,east khasi hills,54015,111173160.26256448
meghalaya,2018,3,west garo hills,17911,31488596.43937725
meghalaya,2018,3,ribhoi,13023,26072883.301655468
meghalaya,2018,3,east jaintia hills,11397,22683448.874125846
meghalaya,2018,3,west jaintia hills,3240,4571330.11958733
meghalaya,2018,3,south west garo hills,2740,4294444.4478258435
meghalaya,2018,3,north garo hills,2271,1976480.205681387
meghalaya,2018,3,south garo hills,2110,2467349.2565310476
meghalaya,2018,3,east garo hills,1323,1963470.7809556075
meghalaya,2018,3,west khasi hills,1228,2146208.196912882
meghalaya,2018,4,east khasi hills,70386,167808906.77955163
meghalaya,2018,4,west garo hills,29000,52674487.37349704
meghalaya,2018,4,east jaintia hills,20614,37885027.674247645
meghalaya,2018,4,ribhoi,18294,42066652.87282289
meghalaya,2018,4,west jaintia hills,4693,7562803.76113517
meghalaya,2018,4,north garo hills,4011,4590211.2600644585
meghalaya,2018,4,south west garo hills,3950,4531236.407859931
meghalaya,2018,4,south garo hills,3037,6001319.09688588
meghalaya,2018,4,west khasi hills,2821,5962239.029920495
meghalaya,2018,4,east garo hills,2808,5832920.483690145
meghalaya,2018,2,east khasi hills,33966,61180700.47972991
meghalaya,2018,2,west garo hills,10651,19685429.154264543
meghalaya,2018,2,ribhoi,8761,14181827.919832248
meghalaya,2018,2,east jaintia hills,6004,13059945.843045246
meghalaya,2018,2,west jaintia hills,2232,2312980.3326936862
meghalaya,2018,2,south west garo hills,1767,1724404.6747075585
meghalaya,2018,2,north garo hills,1403,1278347.188045342
meghalaya,2018,2,south garo hills,1103,1553253.9322072896
meghalaya,2018,2,east garo hills,832,1032161.1690227182
meghalaya,2018,2,west khasi hills,742,684129.9552836155
meghalaya,2021,1,east khasi hills,322156,915771307.2291536
meghalaya,2021,1,west garo hills,133362,370492803.5429464
meghalaya,2021,1,ribhoi,98957,266571316.12978175
meghalaya,2021,1,east jaintia hills,70732,205454314.79640436
meghalaya,2021,1,west jaintia hills,24312,53826602.11269104
meghalaya,2021,1,south garo hills,19054,44351833.9562286
meghalaya,2021,1,north garo hills,18850,37908696.16305937
meghalaya,2021,1,south west garo hills,18591,41861206.69737828
meghalaya,2021,1,east garo hills,18473,40212217.23708049
meghalaya,2021,1,west khasi hills,16947,60183253.84696514
meghalaya,2021,3,east khasi hills,475308,1267820067.2649465
meghalaya,2021,3,west garo hills,207635,550868915.1603696
meghalaya,2021,3,ribhoi,135524,337135306.83131677
meghalaya,2021,3,east jaintia hills,103142,254116660.02417076
meghalaya,2021,3,west jaintia hills,37590,71888903.26179792
meghalaya,2021,3,north garo hills,30790,56346103.94114269
meghalaya,2021,3,east garo hills,29654,54695590.9177565
meghalaya,2021,3,south west garo hills,28662,59140851.35546416
meghalaya,2021,3,south garo hills,23378,50417337.278425165
meghalaya,2021,3,west khasi hills,17524,45708478.00363463
meghalaya,2021,4,east khasi hills,602012,1647841435.7937279
meghalaya,2021,4,west garo hills,261543,746098768.1324025
meghalaya,2021,4,ribhoi,210094,495239611.1245396
meghalaya,2021,4,east jaintia hills,140522,371541323.51234245
meghalaya,2021,4,west jaintia hills,43460,98276171.06270258
meghalaya,2021,4,north garo hills,38565,88113799.75521982
meghalaya,2021,4,east garo hills,37744,79675265.12123142
meghalaya,2021,4,south west garo hills,35153,76249072.06112294
meghalaya,2021,4,west khasi hills,29960,108595108.91303806
meghalaya,2021,4,south garo hills,28989,89662812.04398018
meghalaya,2021,2,east khasi hills,386773,994348113.9313933
meghalaya,2021,2,west garo hills,174186,437555569.8453884
meghalaya,2021,2,ribhoi,111231,265892507.53668693
meghalaya,2021,2,east jaintia hills,87223,205906820.910982
meghalaya,2021,2,west jaintia hills,30529,53732989.3560653
meghalaya,2021,2,north garo hills,25028,37984069.23193222
meghalaya,2021,2,south west garo hills,24491,47526700.898553595
meghalaya,2021,2,east garo hills,24431,42603145.83447135
meghalaya,2021,2,south garo hills,21894,48819031.95729189
meghalaya,2021,2,west khasi hills,16590,41326043.50138934
meghalaya,2024,1,west garo hills,2767053,4883521819.0
meghalaya,2024,1,east khasi hills,2147402,3754142085.0
meghalaya,2024,1,ribhoi,1267759,2046840314.0
meghalaya,2024,1,east jaintia hills,1035599,2214266060.0
meghalaya,2024,1,south west garo hills,267929,528938201.0
meghalaya,2024,1,north garo hills,238343,353559646.0
meghalaya,2024,1,east garo hills,233283,383983768.0
meghalaya,2024,1,south garo hills,198001,475971711.0
meghalaya,2024,1,west jaintia hills,192144,459800946.0
meghalaya,2024,1,west khasi hills,129926,363493801.0
meghalaya,2024,3,east khasi hills,3409604,5046777585.0
meghalaya,2024,3,west garo hills,3324796,4019640254.0
meghalaya,2024,3,ri bhoi,2026026,2446602498.0
meghalaya,2024,3,east jaintia hills,1276461,2001058548.0
meghalaya,2024,3,south west garo hills,498527,648837565.0
meghalaya,2024,3,north garo hills,461675,459567006.0
meghalaya,2024,3,east garo hills,397713,441497009.0
meghalaya,2024,3,south garo hills,256132,346066178.0
meghalaya,2024,3,west jaintia hills,234057,463487372.0
meghalaya,2024,3,west khasi hills,122737,197991016.0
meghalaya,2024,4,west garo hills,4143528,5152601208.0
meghalaya,2024,4,east khasi hills,3878895,5645772842.0
meghalaya,2024,4,ri bhoi,2181367,2701811047.0
meghalaya,2024,4,east jaintia hills,1425531,2475396493.0
meghalaya,2024,4,south west garo hills,610251,844266197.0
meghalaya,2024,4,north garo hills,543797,586475145.0
meghalaya,2024,4,east garo hills,487029,571641727.0
meghalaya,2024,4,south garo hills,324902,504767900.0
meghalaya,2024,4,west jaintia hills,279038,558020232.0
meghalaya,2024,4,west khasi hills,160746,325886726.0
meghalaya,2024,2,west garo hills,3778641,5383759376.0
meghalaya,2024,2,east khasi hills,2945994,4691331364.0
meghalaya,2024,2,ribhoi,1494671,2151153287.0
meghalaya,2024,2,east jaintia hills,1102303,1942029074.0
meghalaya,2024,2,north garo hills,405896,389523365.0
meghalaya,2024,2,south west garo hills,370510,551084281.0
meghalaya,2024,2,east garo hills,349003,425160737.0
meghalaya,2024,2,south garo hills,226597,372006698.0
meghalaya,2024,2,west jaintia hills,211646,436929426.0
meghalaya,2024,2,west khasi hills,141159,285984349.0
meghalaya,2022,1,east khasi hills,653082,1762837936.3129022
meghalaya,2022,1,west garo hills,325791,991586557.2279948
meghalaya,2022,1,ribhoi,257923,624403404.8028624
meghalaya,2022,1,east jaintia hills,169484,496156278.4387266
meghalaya,2022,1,west jaintia hills,49196,126597671.42735201
meghalaya,2022,1,south garo hills,43827,166412749.63292432
meghalaya,2022,1,east garo hills,42878,97659034.30770612
meghalaya,2022,1,north garo hills,42030,87894203.47088854
meghalaya,2022,1,south west garo hills,39644,98249285.49958463
meghalaya,2022,1,west khasi hills,36687,148090837.06952718
meghalaya,2022,3,east khasi hills,2924522,6137770373.209273
meghalaya,2022,3,west garo hills,508052,1283479556.413095
meghalaya,2022,3,ribhoi,400075,825278960.5336027
meghalaya,2022,3,east jaintia hills,241204,633317484.0750391
meghalaya,2022,3,west jaintia hills,62798,171112837.01348788
meghalaya,2022,3,south west garo hills,48898,121831916.04534972
meghalaya,2022,3,north garo hills,48727,107884419.55644782
meghalaya,2022,3,east garo hills,47047,99390252.25463584
meghalaya,2022,3,south garo hills,35206,88310719.84102406
meghalaya,2022,3,west khasi hills,29296,87822016.1025165
meghalaya,2022,4,east khasi hills,2285868,4886013367.030625
meghalaya,2022,4,west garo hills,612945,1565478827.2720149
meghalaya,2022,4,ribhoi,416100,855262410.3336375
meghalaya,2022,4,east jaintia hills,252554,698736182.2686267
meghalaya,2022,4,west jaintia hills,81501,229129661.89603108
meghalaya,2022,4,east garo hills,59445,143293321.81485856
meghalaya,2022,4,south west garo hills,59231,150334364.85984024
meghalaya,2022,4,north garo hills,59149,130072498.39208946
meghalaya,2022,4,south garo hills,47478,134393051.37739396
meghalaya,2022,4,west khasi hills,41404,141954215.09290665
meghalaya,2022,2,east khasi hills,853333,2156500112.108344
meghalaya,2022,2,west garo hills,392151,1150602954.6389537
meghalaya,2022,2,ribhoi,337102,755786725.0698187
meghalaya,2022,2,east jaintia hills,193196,502640751.7922025
meghalaya,2022,2,west jaintia hills,56272,152394109.72808385
meghalaya,2022,2,east garo hills,46150,106793207.79406631
meghalaya,2022,2,north garo hills,44965,92496675.79074751
meghalaya,2022,2,south west garo hills,43006,118240788.93575428
meghalaya,2022,2,south garo hills,33680,92292848.0663783
meghalaya,2022,2,west khasi hills,31223,103764884.88347426
meghalaya,2020,1,east khasi hills,280817,712010339.1765578
meghalaya,2020,1,west garo hills,65263,130098803.74893945
meghalaya,2020,1,ribhoi,51789,109400759.46669218
meghalaya,2020,1,east jaintia hills,36855,76021760.04400355
meghalaya,2020,1,west jaintia hills,15784,22057088.945124794
meghalaya,2020,1,south west garo hills,10582,14322530.890240096
meghalaya,2020,1,south garo hills,10483,11902327.507517826
meghalaya,2020,1,east garo hills,10003,15050504.879497696
meghalaya,2020,1,north garo hills,9622,11664668.291425837
meghalaya,2020,1,west khasi hills,7569,12185453.500704024
meghalaya,2020,3,east khasi hills,239307,571789473.606595
meghalaya,2020,3,west garo hills,117550,249575864.65120554
meghalaya,2020,3,ribhoi,64590,138771339.65408337
meghalaya,2020,3,east jaintia hills,52534,99669877.91499352
meghalaya,2020,3,west jaintia hills,28622,39860361.23642549
meghalaya,2020,3,south west garo hills,19536,31848167.460986283
meghalaya,2020,3,east garo hills,19353,30405909.14616639
meghalaya,2020,3,north garo hills,17943,23618250.656932067
meghalaya,2020,3,south garo hills,17171,23368652.17951659
meghalaya,2020,3,west khasi hills,15031,19820539.50357129
meghalaya,2020,4,east khasi hills,298622,777719090.1611657
meghalaya,2020,4,west garo hills,149536,362364387.96744514
meghalaya,2020,4,ribhoi,90879,223682008.03015277
meghalaya,2020,4,east jaintia hills,65059,162952261.01543325
meghalaya,2020,4,west jaintia hills,32267,55102701.174963415
meghalaya,2020,4,south west garo hills,24078,49584665.87626746
meghalaya,2020,4,east garo hills,23262,41847990.16447668
meghalaya,2020,4,south garo hills,22487,34586748.626706876
meghalaya,2020,4,north garo hills,22048,36801863.778283074
meghalaya,2020,4,west khasi hills,18440,41431802.48173465
meghalaya,2020,2,east khasi hills,294655,669450297.8938913
meghalaya,2020,2,west garo hills,107355,178844205.74639174
meghalaya,2020,2,ribhoi,60451,108416383.1511733
meghalaya,2020,2,east jaintia hills,50077,79110098.89726548
meghalaya,2020,2,west jaintia hills,26041,22356066.44251103
meghalaya,2020,2,south west garo hills,20761,21835410.253734995
meghalaya,2020,2,east garo hills,19865,19379120.258930385
meghalaya,2020,2,north garo hills,19393,16949021.845094834
meghalaya,2020,2,south garo hills,15934,18498464.712551527
meghalaya,2020,2,west khasi hills,14911,13551099.230221383
manipur,2023,1,imphal west,987912,2602833306.0
manipur,2023,1,imphal east,659880,1637025593.0
manipur,2023,1,thoubal,315961,796620060.0
manipur,2023,1,bishnupur,231239,626631062.0
manipur,2023,1,churachandpur,221158,582341436.0
manipur,2023,1,kangpokpi,211256,520765461.0
manipur,2023,1,senapati,94404,252756548.0
manipur,2023,1,tamenglong,86492,231452890.0
manipur,2023,1,ukhrul,83455,267514824.0
manipur,2023,1,tengnoupal,79811,294235941.0
manipur,2023,3,imphal west,283239,1192373419.0
manipur,2023,3,imphal east,195597,762942643.0
manipur,2023,3,thoubal,70780,289941575.0
manipur,2023,3,kangpokpi,60374,270393444.0
manipur,2023,3,bishnupur,52074,228769251.0
manipur,2023,3,jiribam,48471,170419988.0
manipur,2023,3,churachandpur,43375,215267198.0
manipur,2023,3,senapati,25056,88162234.0
manipur,2023,3,tamenglong,21706,105176707.0
manipur,2023,3,ukhrul,18404,74546308.0
manipur,2023,4,imphal west,645798,2110859186.0
manipur,2023,4,imphal east,466350,1424311158.0
manipur,2023,4,thoubal,193084,587381961.0
manipur,2023,4,bishnupur,158304,517891073.0
manipur,2023,4,kangpokpi,143024,482630626.0
manipur,2023,4,churachandpur,123502,463823678.0
manipur,2023,4,jiribam,79450,216717452.0
manipur,2023,4,senapati,55235,143200212.0
manipur,2023,4,tamenglong,53369,169026544.0
manipur,2023,4,ukhrul,48581,176550849.0
manipur,2023,2,imphal west,484182,1347200442.0
manipur,2023,2,imphal east,332809,855990060.0
manipur,2023,2,thoubal,155290,412755825.0
manipur,2023,2,churachandpur,108049,309376954.0
manipur,2023,2,bishnupur,108042,304861281.0
manipur,2023,2,kangpokpi,96061,265835614.0
manipur,2023,2,jiribam,53949,153237238.0
manipur,2023,2,senapati,49144,139357712.0
manipur,2023,2,tamenglong,42991,121710165.0
manipur,2023,2,ukhrul,41027,131978491.0
manipur,2019,1,imphal west,79612,205676258.93003774
manipur,2019,1,imphal east,65076,147611078.93080652
manipur,2019,1,thoubal,24257,47210976.00123881
manipur,2019,1,bishnupur,19486,48193281.39036341
manipur,2019,1,churachandpur,16940,53360483.20022403
manipur,2019,1,kangpokpi,15937,42225052.52830845
manipur,2019,1,kakching,6683,13774811.29579331
manipur,2019,1,tamenglong,6373,13975000.543136505
manipur,2019,1,ukhrul,6222,16838560.888422478
manipur,2019,1,tengnoupal,6064,21054191.304917276
manipur,2019,3,imphal west,101022,266880799.50360966
manipur,2019,3,imphal east,79728,206224069.84990168
manipur,2019,3,thoubal,25149,56874722.875841096
manipur,2019,3,kangpokpi,23953,61269618.19095349
manipur,2019,3,churachandpur,23946,67550608.43753463
manipur,2019,3,bishnupur,23755,49667965.86779255
manipur,2019,3,ukhrul,11017,25516446.138604183
manipur,2019,3,kakching,10786,21658629.891090117
manipur,2019,3,tamenglong,9939,22282886.130792048
manipur,2019,3,chandel,9230,20201420.061846673
manipur,2019,4,imphal west,150073,445926296.05285025
manipur,2019,4,imphal east,96589,249197379.85855156
manipur,2019,4,thoubal,32971,73727196.96627039
manipur,2019,4,bishnupur,31835,72704593.78015086
manipur,2019,4,kangpokpi,28686,74931231.19366804
manipur,2019,4,churachandpur,26420,76031748.45585428
manipur,2019,4,kakching,12984,31541265.82204684
manipur,2019,4,ukhrul,12148,33065935.196690496
manipur,2019,4,tamenglong,11954,27326669.899029642
manipur,2019,4,chandel,11650,30393939.87145141
manipur,2019,2,imphal west,78677,232056651.71484104
manipur,2019,2,imphal east,60830,163251483.394072
manipur,2019,2,thoubal,20528,50609235.604754716
manipur,2019,2,bishnupur,17577,41645991.98921693
manipur,2019,2,kangpokpi,16230,47129360.10420917
manipur,2019,2,churachandpur,15958,52974898.07418257
manipur,2019,2,ukhrul,7984,21521804.282437496
manipur,2019,2,kakching,6912,16106582.07225971
manipur,2019,2,jiribam,6285,17270321.13495752
manipur,2019,2,tengnoupal,6226,22523708.105631053
manipur,2018,1,imphal west,29863,46026262.666274294
manipur,2018,1,imphal east,21960,26028937.81002756
manipur,2018,1,thoubal,8288,8366772.887529282
manipur,2018,1,bishnupur,7005,11341627.667845085
manipur,2018,1,kangpokpi,4187,12129421.383849183
manipur,2018,1,churachandpur,4081,11708258.721273843
manipur,2018,1,kakching,1622,1924584.2384454876
manipur,2018,1,ukhrul,1399,1647288.6651835062
manipur,2018,1,jiribam,1305,3564799.4519929583
manipur,2018,1,tamenglong,1007,1709209.2458958817
manipur,2018,3,imphal east,60511,89605715.78431109
manipur,2018,3,imphal west,53577,121033722.07207742
manipur,2018,3,thoubal,19399,34092748.237245426
manipur,2018,3,bishnupur,13649,24368236.711014666
manipur,2018,3,kangpokpi,9151,27937402.09243063
manipur,2018,3,churachandpur,8671,27468832.41328971
manipur,2018,3,kakching,4590,9968419.417644013
manipur,2018,3,jiribam,3959,6601625.253335206
manipur,2018,3,ukhrul,3600,9802720.723219434
manipur,2018,3,tengnoupal,3282,13385091.180977922
manipur,2018,4,imphal west,71845,181598328.1568606
manipur,2018,4,imphal east,54610,129176222.41262636
manipur,2018,4,thoubal,24817,52899731.29086943
manipur,2018,4,bishnupur,19048,37263259.12396773
manipur,2018,4,churachandpur,14801,54503246.75234864
manipur,2018,4,kangpokpi,13325,42081524.606101125
manipur,2018,4,kakching,6508,13429124.00454451
manipur,2018,4,jiribam,5444,13414981.155959103
manipur,2018,4,tengnoupal,5426,22155446.62844094
manipur,2018,4,tamenglong,4866,13057576.00717781
manipur,2018,2,imphal west,46604,84363001.78828333
manipur,2018,2,imphal east,42065,54561898.745482706
manipur,2018,2,thoubal,20689,17968719.216563758
manipur,2018,2,bishnupur,11338,19352100.53894212
manipur,2018,2,churachandpur,7110,18055703.270787828
manipur,2018,2,kangpokpi,6741,20315625.916537788
manipur,2018,2,kakching,3879,6411513.6565497685
manipur,2018,2,ukhrul,2800,6394470.819340965
manipur,2018,2,jiribam,2710,6467614.407545684
manipur,2018,2,tengnoupal,2080,6077962.2428630125
manipur,2021,1,imphal west,1693458,4962553375.308464
manipur,2021,1,imphal east,161841,530028907.0928848
manipur,2021,1,bishnupur,73777,255486792.7272072
manipur,2021,1,thoubal,72593,240713473.66814184
manipur,2021,1,kangpokpi,63234,205050443.8236801
manipur,2021,1,churachandpur,62755,250250943.40948159
manipur,2021,1,kakching,29803,92307870.36114597
manipur,2021,1,chandel,23884,80445733.2065684
manipur,2021,1,ukhrul,22415,68745913.46443735
manipur,2021,1,senapati,22025,73777202.51436572
manipur,2021,3,imphal west,3027735,7437068961.027052
manipur,2021,3,imphal east,226128,705081475.2381084
manipur,2021,3,thoubal,113257,363547884.1177802
manipur,2021,3,churachandpur,109913,397548796.562021
manipur,2021,3,bishnupur,104901,320379628.1976948
manipur,2021,3,kangpokpi,94883,299760833.40438926
manipur,2021,3,kakching,44277,128692670.00805305
manipur,2021,3,chandel,36126,116052040.78947881
manipur,2021,3,ukhrul,35250,118509943.90387844
manipur,2021,3,tamenglong,33266,108769884.2048046
manipur,2021,4,imphal west,3649688,9254105829.377777
manipur,2021,4,imphal east,268205,853764884.9988655
manipur,2021,4,thoubal,130316,393043161.28167
manipur,2021,4,churachandpur,121140,446895232.6851511
manipur,2021,4,bishnupur,113386,369885898.8351996
manipur,2021,4,kangpokpi,107329,318563859.8204656
manipur,2021,4,kakching,43224,130159064.31913412
manipur,2021,4,tengnoupal,40383,154956864.23616886
manipur,2021,4,tamenglong,40279,140792582.93230078
manipur,2021,4,chandel,39891,131651667.09783676
manipur,2021,2,imphal west,2353896,5697696459.585503
manipur,2021,2,imphal east,179337,491977805.97917175
manipur,2021,2,thoubal,91264,268514237.48815316
manipur,2021,2,bishnupur,89095,260900495.1629062
manipur,2021,2,churachandpur,80524,273962339.3949944
manipur,2021,2,kangpokpi,78765,236369410.09906265
manipur,2021,2,kakching,37444,92311646.34027098
manipur,2021,2,chandel,29178,90054101.93360364
manipur,2021,2,ukhrul,28524,81225585.72178741
manipur,2021,2,senapati,25681,70219657.8819672
manipur,2024,1,imphal west,1133368,2725454179.0
manipur,2024,1,imphal east,807970,1806285586.0
manipur,2024,1,thoubal,375796,844958083.0
manipur,2024,1,bishnupur,309635,741135994.0
manipur,2024,1,kangpokpi,250851,633880626.0
manipur,2024,1,churachandpur,194606,549371725.0
manipur,2024,1,jiribam,133568,289640866.0
manipur,2024,1,senapati,104452,247581843.0
manipur,2024,1,tamenglong,102763,257065130.0
manipur,2024,1,ukhrul,100123,298191818.0
manipur,2024,3,imphal west,1646879,3329166337.0
